orf,strand,frame,start,length,gc_content,stop_codon
orf3793,-,2,320088,393,0.529,TAA
orf3794,-,2,322023,564,0.332,TAA
orf3795,-,2,323655,900,0.5,TAA
orf3796,-,2,326523,903,0.534,TGA
orf3797,-,0,328043,348,0.569,TAA
orf3798,-,0,329870,663,0.558,TGA
orf3799,-,2,330177,957,0.6,TGA
orf3800,-,2,331143,2199,0.595,TAA
orf3801,-,0,333338,957,0.61,TGA
orf3802,-,1,334291,690,0.548,TGA
orf3803,-,0,336260,330,0.506,TAA
orf3804,-,1,336721,318,0.478,TAG
orf3805,-,0,336902,756,0.528,TGA
orf3806,-,2,337581,1644,0.515,TAA
orf3807,-,1,339214,2526,0.55,TAA
orf3808,-,0,341765,669,0.55,TAG
orf3809,-,0,342491,588,0.529,TAA
orf3810,-,1,343153,543,0.392,TAA
orf3811,-,0,348572,1143,0.441,TAA
orf3812,-,0,349949,921,0.455,TAA
orf3813,-,1,352240,357,0.381,TAA
orf3814,-,1,352789,576,0.509,TAA
orf3815,-,0,358304,858,0.436,TAG
orf3816,-,1,360439,594,0.451,TGA
orf3817,-,2,361389,1353,0.455,TAA
orf3818,-,0,363236,318,0.503,TAA
orf3819,-,0,365606,438,0.523,TAA
orf3820,-,0,367661,417,0.35,TAA
orf3821,-,1,368425,1110,0.425,TGA
orf3822,-,2,369561,762,0.471,TAA
orf3823,-,2,370476,477,0.459,TGA
orf3824,-,1,371779,384,0.417,TAG
orf3825,-,1,373222,1551,0.575,TGA
orf3826,-,2,373362,363,0.576,TGA
orf3827,-,0,374924,1473,0.587,TAA
orf3828,-,2,376410,606,0.563,TAA
orf3829,-,0,382379,627,0.55,TGA
orf3830,-,1,384988,333,0.483,TAA
orf3831,-,2,385209,711,0.495,TAG
orf3832,-,1,386011,303,0.545,TAA
orf3833,-,1,387430,342,0.512,TAG
orf3834,-,1,388900,402,0.6,TGA
orf3835,-,0,389189,402,0.55,TAG
orf3836,-,1,390505,675,0.613,TAA
orf3837,-,0,392183,900,0.564,TAA
orf3838,-,1,392542,312,0.554,TAG
orf3839,-,0,393401,345,0.559,TAA
orf3840,-,1,393871,336,0.539,TAG
orf3841,-,2,399600,351,0.553,TGA
orf3842,-,1,402364,672,0.484,TGA
orf3843,-,1,403555,1587,0.553,TGA
orf3844,-,0,405386,369,0.528,TAG
orf3845,-,1,406222,393,0.509,TAG
orf3846,-,1,406849,399,0.561,TGA
orf3847,-,1,407632,333,0.553,TGA
orf3848,-,1,408709,681,0.53,TAA
orf3849,-,1,409411,576,0.599,TGA
orf3850,-,1,410113,972,0.586,TGA
orf3851,-,0,410804,375,0.584,TAA
orf3852,-,1,414565,900,0.553,TAA
orf3853,-,1,418024,663,0.427,TAA
orf3854,-,2,418701,1254,0.459,TAA
orf3855,-,2,420006,3075,0.557,TAA
orf3856,-,0,423203,960,0.566,TGA
orf3857,-,2,424035,318,0.557,TAA
orf3858,-,0,424322,954,0.518,TGA
orf3859,-,2,425295,777,0.477,TAA
orf3860,-,2,426186,948,0.537,TAG
orf3861,-,1,427144,303,0.548,TAA
orf3862,-,1,428317,333,0.568,TAA
orf3863,-,1,429757,969,0.542,TAA
orf3864,-,2,431160,609,0.553,TGA
orf3865,-,0,432374,843,0.561,TAG
orf3866,-,2,433182,471,0.556,TAA
orf3867,-,2,435633,834,0.489,TGA
orf3868,-,0,436559,1110,0.534,TGA
orf3869,-,2,438138,1059,0.534,TAA
orf3870,-,0,439196,2079,0.557,TAA
orf3871,-,1,441343,1032,0.512,TAA
orf3872,-,2,442371,1317,0.554,TGA
orf3873,-,2,443760,1542,0.537,TAA
orf3874,-,0,445301,630,0.538,TAA
orf3875,-,1,446530,354,0.559,TGA
orf3876,-,2,447609,393,0.57,TGA
orf3877,-,2,449754,975,0.539,TAA
orf3878,-,2,452973,423,0.496,TAA
orf3879,-,2,454908,1008,0.554,TGA
orf3880,-,1,458803,309,0.524,TAA
orf3881,-,1,459607,1095,0.513,TAA
orf3882,-,0,463802,348,0.555,TAA
orf3883,-,2,464613,810,0.548,TGA
orf3884,-,1,471193,978,0.511,TAA
orf3885,-,2,473280,1185,0.507,TAG
orf3886,-,0,474590,3144,0.543,TAA
orf3887,-,1,477730,1227,0.531,TGA
orf3888,-,2,479955,342,0.556,TAA
orf3889,-,1,480103,405,0.538,TAA
orf3890,-,0,483032,762,0.534,TGA
orf3891,-,1,484636,312,0.561,TGA
orf3892,-,1,485191,429,0.571,TAA
orf3893,-,1,487966,582,0.534,TGA
orf3894,-,0,488690,381,0.549,TAG
orf3895,-,2,488775,417,0.552,TAA
orf3896,-,1,491545,705,0.559,TAA
orf3897,-,2,492204,303,0.505,TGA
orf3898,-,2,494415,327,0.443,TAA
orf3899,-,0,495383,885,0.504,TGA
orf3900,-,2,496566,600,0.47,TAA
orf3901,-,1,498853,357,0.535,TAG
orf3902,-,0,499361,534,0.526,TGA
orf3903,-,0,500936,399,0.539,TAA
orf3904,-,0,501536,1572,0.325,TGA
orf3905,-,1,503338,975,0.536,TAA
orf3906,-,1,504367,1863,0.537,TAA
orf3907,-,1,506254,900,0.543,TAA
orf3908,-,2,509103,591,0.569,TAG
orf3909,-,1,509656,912,0.51,TAG
orf3910,-,1,511354,1365,0.53,TAA
orf3911,-,0,512867,891,0.535,TAA
orf3912,-,1,513769,330,0.497,TAA
orf3913,-,2,514098,615,0.535,TAA
orf3914,-,1,514702,1992,0.528,TGA
orf3915,-,0,515771,351,0.507,TAA
orf3916,-,1,516715,948,0.509,TAA
orf3917,-,1,518122,1476,0.54,TAA
orf3918,-,0,519641,681,0.505,TAA
orf3919,-,2,521517,513,0.519,TAA
orf3920,-,0,522836,402,0.502,TAG
orf3921,-,0,523250,324,0.519,TAA
orf3922,-,1,525001,303,0.528,TAA
orf3923,-,0,525221,690,0.513,TAA
orf3924,-,0,527978,765,0.525,TAA
orf3925,-,0,529700,351,0.447,TGA
orf3926,-,0,530915,696,0.516,TAA
orf3927,-,2,531675,1701,0.531,TGA
orf3928,-,0,535262,414,0.539,TGA
orf3929,-,2,535782,339,0.552,TAA
orf3930,-,1,537919,354,0.613,TAG
orf3931,-,2,540363,861,0.524,TAA
orf3932,-,2,542046,390,0.541,TAA
orf3933,-,0,543131,1557,0.479,TGA
orf3934,-,2,544845,471,0.465,TAA
orf3935,-,1,545431,552,0.482,TAA
orf3936,-,1,546154,420,0.395,TAA
orf3937,-,0,546398,375,0.403,TAG
orf3938,-,1,547318,3150,0.538,TGA
orf3939,-,0,550490,1194,0.54,TAA
orf3940,-,0,557405,450,0.553,TAA
orf3941,-,1,559168,327,0.618,TGA
orf3942,-,1,559729,378,0.497,TGA
orf3943,-,0,561323,1593,0.53,TGA
orf3944,-,0,563033,552,0.507,TGA
orf3945,-,0,563855,306,0.585,TAG
orf3946,-,2,564804,960,0.518,TAG
orf3947,-,1,566338,729,0.549,TAG
orf3948,-,2,566496,393,0.537,TAA
orf3949,-,1,567352,1677,0.552,TAA
orf3950,-,2,569265,1221,0.523,TGA
orf3951,-,1,571234,336,0.524,TAA
orf3952,-,1,572392,480,0.515,TAA
orf3953,-,2,573075,795,0.535,TAA
orf3954,-,1,574114,435,0.52,TGA
orf3955,-,2,574563,2505,0.582,TAA
orf3956,-,0,577505,336,0.53,TAA
orf3957,-,0,584507,378,0.614,TGA
orf3958,-,2,585066,378,0.611,TAA
orf3959,-,2,585591,450,0.598,TAG
orf3960,-,2,589812,423,0.598,TAA
orf3961,-,2,591348,381,0.622,TAG
orf3962,-,2,592245,381,0.619,TAA
orf3963,-,0,593087,477,0.61,TAA
orf3964,-,2,594036,684,0.633,TGA
orf3965,-,2,594963,357,0.597,TAA
orf3966,-,2,602811,411,0.594,TGA
orf3967,-,0,603875,321,0.601,TGA
orf3968,-,2,605766,423,0.437,TGA
orf3969,-,2,606273,1017,0.486,TAA
orf3970,-,1,608197,459,0.58,TGA
orf3971,-,2,608652,918,0.527,TGA
orf3972,-,1,611221,891,0.554,TGA
orf3973,-,1,612136,810,0.547,TGA
orf3974,-,0,612935,657,0.53,TAA
orf3975,-,2,614130,342,0.62,TAA
orf3976,-,1,617890,387,0.646,TGA
orf3977,-,1,618817,792,0.621,TAA
orf3978,-,1,619825,807,0.643,TAG
orf3979,-,1,622237,372,0.5,TGA
orf3980,-,0,622724,1095,0.551,TAA
orf3981,-,1,623887,927,0.52,TAA
orf3982,-,2,627174,426,0.549,TAA
orf3983,-,1,631963,498,0.558,TGA
orf3984,-,0,635078,435,0.575,TAA
orf3985,-,0,635768,786,0.463,TAA
orf3986,-,2,636564,1236,0.519,TAA
orf3987,-,2,637821,1050,0.527,TAA
orf3988,-,0,640403,303,0.601,TAG
orf3989,-,1,640969,339,0.581,TAG
orf3990,-,1,641452,693,0.576,TAA
orf3991,-,1,642982,687,0.568,TAA
orf3992,-,2,643362,300,0.553,TAA
orf3993,-,1,643978,1068,0.57,TAA
orf3994,-,2,645042,510,0.575,TGA
orf3995,-,2,645669,549,0.526,TAA
orf3996,-,0,646394,495,0.479,TAA
orf3997,-,1,647065,348,0.494,TAG
orf3998,-,2,648483,522,0.531,TAA
orf3999,-,2,649326,867,0.546,TAA
orf4000,-,0,655757,369,0.496,TAA
orf4001,-,0,656306,696,0.371,TAA
orf4002,-,2,657303,762,0.462,TGA
orf4003,-,0,658247,891,0.523,TAA
orf4004,-,0,659138,2973,0.551,TAA
orf4005,-,2,662097,2163,0.527,TAA
orf4006,-,1,664600,1137,0.414,TAA
orf4007,-,2,665151,405,0.415,TAA
orf4008,-,1,666199,1146,0.517,TGA
orf4009,-,1,667702,408,0.289,TAA
orf4010,-,2,668127,4851,0.58,TAA
orf4011,-,1,672997,462,0.543,TGA
orf4012,-,1,673486,1902,0.569,TGA
orf4013,-,2,675981,1449,0.528,TGA
orf4014,-,1,677419,684,0.548,TAA
orf4015,-,0,679835,429,0.478,TGA
orf4016,-,1,682018,453,0.561,TAA
orf4017,-,0,682112,708,0.544,TAG
orf4018,-,1,682816,474,0.544,TGA
orf4019,-,0,685931,1248,0.477,TAA
orf4020,-,1,687286,654,0.511,TAA
orf4021,-,1,688033,369,0.477,TAA
orf4022,-,1,688780,1119,0.524,TAA
orf4023,-,2,689265,444,0.532,TGA
orf4024,-,1,690160,357,0.49,TAG
orf4025,-,1,691114,630,0.487,TAA
orf4026,-,1,691909,2295,0.538,TGA
orf4027,-,0,695054,384,0.576,TGA
orf4028,-,1,696691,321,0.508,TAA
orf4029,-,0,701039,957,0.539,TAA
orf4030,-,1,701851,993,0.574,TGA
orf4031,-,2,702840,1017,0.606,TGA
orf4032,-,0,705209,615,0.53,TAA
orf4033,-,0,709262,459,0.545,TAA
orf4034,-,1,710218,498,0.59,TAA
orf4035,-,2,710448,339,0.578,TAA
orf4036,-,2,710787,300,0.597,TAA
orf4037,-,2,711720,669,0.577,TAG
orf4038,-,1,713857,1089,0.556,TGA
orf4039,-,1,716215,630,0.47,TAA
orf4040,-,2,716817,1221,0.477,TAA
orf4041,-,0,718184,903,0.386,TGA
orf4042,-,1,719296,807,0.462,TAA
orf4043,-,0,722792,429,0.492,TAA
orf4044,-,2,723273,348,0.445,TAA
orf4045,-,0,724910,411,0.545,TAA
orf4046,-,2,725550,825,0.515,TAA
orf4047,-,0,726470,1464,0.507,TAA
orf4048,-,1,727984,879,0.549,TAA
orf4049,-,0,728837,552,0.582,TAA
orf4050,-,0,729392,1533,0.559,TAA
orf4051,-,2,730935,924,0.571,TAA
orf4052,-,1,732151,1059,0.51,TGA
orf4053,-,1,735937,1386,0.509,TAA
orf4054,-,2,738909,315,0.502,TAA
orf4055,-,2,739545,321,0.508,TAA
orf4056,-,0,740606,966,0.537,TAA
orf4057,-,2,741780,687,0.467,TGA
orf4058,-,1,742993,576,0.472,TAA
orf4059,-,2,744108,1212,0.496,TAA
orf4060,-,1,745459,1089,0.574,TAG
orf4061,-,0,746558,1113,0.519,TAA
orf4062,-,1,747673,1902,0.527,TAA
orf4063,-,1,749605,435,0.589,TGA
orf4064,-,0,750653,615,0.502,TGA
orf4065,-,1,750829,309,0.485,TAA
orf4066,-,1,751288,642,0.495,TGA
orf4067,-,0,751931,1032,0.523,TGA
orf4068,-,1,752962,486,0.508,TGA
orf4069,-,2,753558,2607,0.531,TAA
orf4070,-,0,755411,375,0.504,TGA
orf4071,-,1,756928,588,0.48,TAG
orf4072,-,0,760211,555,0.427,TAA
orf4073,-,0,763082,1671,0.501,TAA
orf4074,-,1,764836,936,0.509,TAA
orf4075,-,1,765889,726,0.511,TAA
orf4076,-,2,766614,675,0.508,TAA
orf4077,-,0,767288,741,0.525,TAA
orf4078,-,2,768198,978,0.482,TAA
orf4079,-,2,769503,1539,0.556,TAA
orf4080,-,2,771066,879,0.516,TAA
orf4081,-,0,772034,468,0.519,TAA
orf4082,-,1,772498,1080,0.541,TGA
orf4083,-,2,773691,1425,0.54,TAA
orf4084,-,0,775481,324,0.534,TAG
orf4085,-,2,777675,1665,0.521,TAA
orf4086,-,0,777944,342,0.535,TGA
orf4087,-,1,779596,753,0.533,TGA
orf4088,-,2,780396,1221,0.532,TAA
orf4089,-,0,781625,1149,0.521,TAA
orf4090,-,1,782833,801,0.487,TAA
orf4091,-,2,784212,690,0.572,TAA
orf4092,-,1,786655,567,0.533,TGA
orf4093,-,0,789149,690,0.529,TAA
orf4094,-,0,790223,447,0.485,TAA
orf4095,-,0,790958,531,0.488,TGA
orf4096,-,1,791032,363,0.515,TGA
orf4097,-,2,791628,363,0.534,TAA
orf4098,-,1,792061,765,0.506,TAA
orf4099,-,2,793548,1038,0.537,TAG
orf4100,-,0,795278,1320,0.507,TAA
orf4101,-,1,796594,2208,0.486,TGA
orf4102,-,2,799482,603,0.567,TGA
orf4103,-,0,800156,2685,0.578,TGA
orf4104,-,2,802833,573,0.539,TAA
orf4105,-,0,803414,2049,0.56,TGA
orf4106,-,2,805485,1674,0.553,TGA
orf4107,-,2,809748,567,0.6,TAA
orf4108,-,2,810534,378,0.616,TAA
orf4109,-,2,811062,495,0.616,TGA
orf4110,-,0,816368,384,0.505,TAA
orf4111,-,1,817720,1482,0.517,TAA
orf4112,-,2,819666,405,0.57,TAG
orf4113,-,0,820223,339,0.572,TGA
orf4114,-,2,823368,1092,0.559,TAG
orf4115,-,1,824176,300,0.517,TAA
orf4116,-,1,824563,1062,0.469,TGA
orf4117,-,2,825621,732,0.526,TGA
orf4118,-,0,826655,2172,0.507,TAG
orf4119,-,1,826954,351,0.504,TGA
orf4120,-,2,828876,582,0.454,TAA
orf4121,-,0,829829,1284,0.502,TAA
orf4122,-,2,832521,834,0.561,TAA
orf4123,-,2,833424,747,0.548,TGA
orf4124,-,0,833648,621,0.552,TGA
orf4125,-,2,836559,1761,0.559,TGA
orf4126,-,1,838378,477,0.581,TGA
orf4127,-,1,843118,603,0.531,TAA
orf4128,-,1,843730,1653,0.491,TAA
orf4129,-,2,845490,1293,0.488,TGA
orf4130,-,1,846931,318,0.381,TAA
orf4131,-,2,847245,1371,0.55,TGA
orf4132,-,2,848619,1242,0.535,TAA
orf4133,-,0,849860,1446,0.526,TAA
orf4134,-,0,851324,1389,0.531,TAA
orf4135,-,1,852712,513,0.483,TGA
orf4136,-,0,853709,423,0.364,TAA
orf4137,-,0,854213,945,0.382,TAA
orf4138,-,2,855990,351,0.499,TAA
orf4139,-,2,856371,534,0.515,TGA
orf4140,-,0,857078,300,0.59,TGA
orf4141,-,2,857436,1281,0.534,TAA
orf4142,-,0,858257,342,0.544,TAA
orf4143,-,1,863425,618,0.49,TGA
orf4144,-,1,867745,942,0.534,TAA
orf4145,-,2,868800,381,0.517,TAA
orf4146,-,2,869679,729,0.514,TGA
orf4147,-,2,870714,753,0.515,TAA
orf4148,-,2,871668,966,0.55,TAA
orf4149,-,0,872702,1149,0.527,TGA
orf4150,-,0,873854,1047,0.551,TAA
orf4151,-,0,874910,1059,0.536,TAA
orf4152,-,0,876188,1485,0.523,TAA
orf4153,-,2,877728,789,0.525,TAA
orf4154,-,1,879922,366,0.536,TAA
orf4155,-,1,880897,300,0.527,TGA
orf4156,-,1,881485,819,0.518,TAA
orf4157,-,0,882431,417,0.561,TGA
orf4158,-,2,882585,309,0.583,TGA
orf4159,-,2,883494,1017,0.441,TAA
orf4160,-,1,883573,324,0.509,TAA
orf4161,-,0,889406,315,0.47,TAA
orf4162,-,1,889777,933,0.531,TAA
orf4163,-,2,891195,771,0.457,TAA
orf4164,-,2,894675,681,0.532,TGA
orf4165,-,0,895352,504,0.514,TGA
orf4166,-,1,897889,960,0.394,TAA
orf4167,-,1,906886,390,0.559,TAA
orf4168,-,2,908655,354,0.531,TGA
orf4169,-,2,909138,585,0.511,TGA
orf4170,-,1,909991,363,0.532,TGA
orf4171,-,2,910479,363,0.529,TGA
orf4172,-,1,911200,339,0.549,TAA
orf4173,-,1,912046,396,0.558,TGA
orf4174,-,0,912152,366,0.568,TGA
orf4175,-,0,913166,336,0.542,TGA
orf4176,-,0,914105,396,0.568,TGA
orf4177,-,2,915375,342,0.518,TGA
orf4178,-,2,917379,405,0.622,TGA
orf4179,-,1,917689,366,0.568,TGA
orf4180,-,1,918697,342,0.564,TAA
orf4181,-,0,919643,843,0.607,TGA
orf4182,-,0,920864,474,0.502,TGA
orf4183,-,1,921337,336,0.53,TAA
orf4184,-,0,921935,300,0.463,TAA
orf4185,-,2,922140,321,0.508,TAG
orf4186,-,2,923037,393,0.575,TGA
orf4187,-,0,923549,759,0.592,TGA
orf4188,-,0,929798,477,0.528,TAA
orf4189,-,2,930333,1401,0.548,TAA
orf4190,-,1,933169,360,0.581,TAA
orf4191,-,2,933897,312,0.583,TAA
orf4192,-,2,938103,909,0.518,TAA
orf4193,-,2,939633,393,0.539,TAA
orf4194,-,2,940377,543,0.521,TAA
orf4195,-,0,940673,492,0.551,TGA
orf4196,-,2,943908,957,0.533,TGA
orf4197,-,0,944864,1242,0.544,TGA
orf4198,-,1,946102,762,0.554,TGA
orf4199,-,1,947368,1107,0.524,TAA
orf4200,-,0,948485,1134,0.552,TAG
orf4201,-,2,949611,1737,0.557,TAA
orf4202,-,1,951340,996,0.573,TGA
orf4203,-,2,952338,684,0.544,TAG
orf4204,-,2,953259,402,0.602,TAA
orf4205,-,0,957515,516,0.548,TAA
orf4206,-,0,958793,318,0.525,TAG
orf4207,-,0,959744,555,0.569,TAA
orf4208,-,1,961132,429,0.566,TAG
orf4209,-,0,961619,300,0.59,TGA
orf4210,-,2,962607,303,0.505,TAG
orf4211,-,1,962971,723,0.521,TGA
orf4212,-,2,963699,2283,0.537,TGA
orf4213,-,0,964091,309,0.524,TGA
orf4214,-,0,965777,360,0.475,TAG
orf4215,-,2,966246,405,0.469,TAA
orf4216,-,1,967705,2226,0.534,TAA
orf4217,-,2,970047,483,0.538,TAA
orf4218,-,0,970766,660,0.535,TGA
orf4219,-,1,971563,747,0.491,TAA
orf4220,-,0,972713,504,0.486,TAA
orf4221,-,2,973515,888,0.536,TAA
orf4222,-,1,973804,417,0.559,TGA
orf4223,-,1,975319,1584,0.487,TAA
orf4224,-,2,978357,375,0.557,TAG
orf4225,-,2,979128,921,0.533,TAA
orf4226,-,1,982027,1266,0.556,TGA
orf4227,-,0,983444,816,0.463,TGA
orf4228,-,2,984405,1746,0.547,TAA
orf4229,-,0,986282,555,0.551,TAG
orf4230,-,1,986842,900,0.547,TAA
orf4231,-,2,988713,750,0.559,TAA
orf4232,-,0,989462,1236,0.567,TAA
orf4233,-,1,990976,327,0.554,TAA
orf4234,-,0,1000163,312,0.439,TGA
orf4235,-,0,1001066,330,0.461,TAA
orf4236,-,2,1001385,387,0.411,TAA
orf4237,-,2,1001997,1326,0.526,TAA
orf4238,-,2,1005141,627,0.517,TAA
orf4239,-,2,1007262,759,0.503,TAA
orf4240,-,2,1008078,597,0.521,TGA
orf4241,-,1,1010602,816,0.457,TAA
orf4242,-,2,1011417,1209,0.553,TGA
orf4243,-,0,1013420,1488,0.528,TAA
orf4244,-,2,1017723,363,0.565,TGA
orf4245,-,1,1020787,321,0.533,TAA
orf4246,-,0,1022828,366,0.538,TAA
orf4247,-,1,1028440,783,0.47,TAA
orf4248,-,2,1029462,669,0.529,TAA
orf4249,-,0,1030130,717,0.547,TAA
orf4250,-,0,1030853,732,0.492,TAA
orf4251,-,1,1031602,729,0.525,TAA
orf4252,-,0,1032548,522,0.534,TAA
orf4253,-,1,1036060,462,0.552,TAA
orf4254,-,2,1036851,1050,0.54,TAA
orf4255,-,0,1037963,1203,0.543,TAA
orf4256,-,2,1039404,1002,0.56,TAA
orf4257,-,2,1040442,1719,0.544,TAA
orf4258,-,2,1042293,969,0.554,TAA
orf4259,-,0,1043273,1653,0.545,TAA
orf4260,-,1,1045069,900,0.488,TAA
orf4261,-,0,1046426,696,0.52,TAA
orf4262,-,1,1047694,300,0.523,TGA
orf4263,-,2,1048281,357,0.521,TAG
orf4264,-,2,1048752,348,0.5,TGA
orf4265,-,2,1049202,993,0.497,TAA
orf4266,-,1,1052785,312,0.51,TAA
orf4267,-,2,1054428,330,0.545,TAA
orf4268,-,2,1055778,516,0.521,TAA
orf4269,-,0,1055969,309,0.524,TGA
orf4270,-,2,1056297,315,0.546,TGA
orf4271,-,2,1057629,498,0.5,TAA
orf4272,-,1,1057804,705,0.538,TGA
orf4273,-,2,1058550,1722,0.538,TAA
orf4274,-,2,1060272,1767,0.534,TAA
orf4275,-,0,1062161,966,0.532,TAA
orf4276,-,2,1063425,450,0.491,TAA
orf4277,-,1,1064623,441,0.524,TAA
orf4278,-,0,1066145,696,0.56,TGA
orf4279,-,2,1067508,309,0.515,TAA
orf4280,-,2,1070514,540,0.524,TAA
orf4281,-,1,1070812,384,0.529,TAA
orf4282,-,1,1071910,309,0.434,TGA
orf4283,-,0,1072286,384,0.576,TAG
orf4284,-,0,1073621,330,0.506,TGA
orf4285,-,2,1074465,1161,0.523,TAG
orf4286,-,2,1076043,627,0.461,TAA
orf4287,-,2,1079982,768,0.497,TAA
orf4288,-,0,1080914,2283,0.514,TAA
orf4289,-,0,1083251,816,0.489,TAA
orf4290,-,0,1084514,1761,0.508,TAA
orf4291,-,0,1088120,360,0.5,TAG
orf4292,-,2,1088982,402,0.453,TAA
orf4293,-,2,1091121,348,0.557,TGA
orf4294,-,2,1091673,654,0.517,TAA
orf4295,-,0,1097408,540,0.515,TGA
orf4296,-,2,1102263,780,0.519,TGA
orf4297,-,0,1103921,885,0.537,TGA
orf4298,-,0,1105991,828,0.572,TGA
orf4299,-,0,1106849,411,0.582,TAG
orf4300,-,0,1109642,705,0.532,TAA
orf4301,-,1,1111729,309,0.54,TAA
orf4302,-,0,1113989,1191,0.524,TAA
orf4303,-,2,1115364,1089,0.477,TAA
orf4304,-,0,1117055,1401,0.527,TAA
orf4305,-,0,1118624,1251,0.51,TAA
orf4306,-,2,1120425,570,0.523,TGA
orf4307,-,2,1121055,819,0.543,TAA
orf4308,-,2,1122057,348,0.549,TAG
orf4309,-,2,1122747,768,0.553,TAA
orf4310,-,0,1123511,792,0.552,TGA
orf4311,-,2,1124043,306,0.559,TAG
orf4312,-,1,1124314,1146,0.575,TAA
orf4313,-,2,1124769,393,0.555,TGA
orf4314,-,2,1125456,1002,0.523,TGA
orf4315,-,1,1126408,576,0.538,TAA
orf4316,-,0,1128149,312,0.481,TGA
orf4317,-,0,1135961,1068,0.505,TAG
orf4318,-,0,1138367,612,0.523,TAG
orf4319,-,0,1142660,366,0.495,TAG
orf4320,-,1,1145422,627,0.517,TGA
orf4321,-,2,1146009,1587,0.526,TGA
orf4322,-,0,1148483,1041,0.536,TAA
orf4323,-,1,1149880,510,0.482,TAA
orf4324,-,1,1151200,2163,0.522,TAA
orf4325,-,1,1153372,447,0.485,TAA
orf4326,-,0,1154417,333,0.562,TGA
orf4327,-,1,1156027,468,0.521,TAA
orf4328,-,2,1156581,663,0.505,TGA
orf4329,-,2,1157874,369,0.537,TAA
orf4330,-,2,1158249,1191,0.52,TAA
orf4331,-,2,1159809,387,0.457,TAA
orf4332,-,2,1160229,660,0.503,TAA
orf4333,-,0,1161296,1020,0.445,TAG
orf4334,-,2,1162293,381,0.47,TAA
orf4335,-,1,1162603,2472,0.492,TGA
orf4336,-,2,1164093,474,0.513,TGA
orf4337,-,2,1166490,390,0.387,TGA
orf4338,-,2,1167960,402,0.463,TGA
orf4339,-,2,1169358,456,0.454,TAA
orf4340,-,2,1170555,870,0.566,TGA
orf4341,-,2,1173309,774,0.344,TAA
orf4342,-,2,1175028,387,0.53,TAA
orf4343,-,1,1183363,315,0.492,TAA
orf4344,-,1,1184143,468,0.545,TGA
orf4345,-,2,1184946,534,0.543,TAG
orf4346,-,0,1190501,525,0.554,TGA
orf4347,-,0,1191995,597,0.58,TGA
orf4348,-,2,1193763,576,0.611,TGA
orf4349,-,0,1194548,312,0.606,TGA
orf4350,-,0,1196024,1335,0.543,TGA
orf4351,-,1,1196251,300,0.53,TAG
orf4352,-,0,1198022,462,0.584,TGA
orf4353,-,2,1199127,696,0.596,TAA
orf4354,-,0,1199324,414,0.611,TGA
orf4355,-,2,1200621,333,0.634,TGA
orf4356,-,2,1201161,549,0.579,TAA
orf4357,-,0,1201178,645,0.575,TGA
orf4358,-,0,1202675,987,0.535,TAA
orf4359,-,0,1204790,555,0.652,TAG
orf4360,-,2,1205160,648,0.585,TGA
orf4361,-,1,1206961,342,0.547,TGA
orf4362,-,2,1207764,348,0.601,TGA
orf4363,-,0,1208231,759,0.61,TGA
orf4364,-,1,1209250,570,0.528,TGA
orf4365,-,0,1211357,864,0.547,TAA
orf4366,-,1,1211521,351,0.558,TAA
orf4367,-,1,1212346,384,0.549,TGA
orf4368,-,2,1214844,648,0.574,TAG
orf4369,-,1,1221160,2181,0.507,TAA
orf4370,-,0,1223360,447,0.523,TAA
orf4371,-,1,1223794,1140,0.509,TAA
orf4372,-,1,1224979,2097,0.521,TAA
orf4373,-,2,1226544,393,0.522,TGA
orf4374,-,2,1227075,747,0.521,TGA
orf4375,-,0,1227818,579,0.484,TGA
orf4376,-,2,1228569,324,0.565,TAA
orf4377,-,0,1230641,1074,0.488,TAA
orf4378,-,1,1231786,2865,0.539,TGA
orf4379,-,0,1234952,330,0.533,TGA
orf4380,-,1,1235614,693,0.531,TGA
orf4381,-,1,1236457,501,0.511,TAG
orf4382,-,1,1236976,723,0.52,TAA
orf4383,-,2,1237701,1380,0.549,TAA
orf4384,-,0,1239080,306,0.552,TGA
orf4385,-,2,1239153,543,0.551,TGA
orf4386,-,0,1240904,306,0.546,TGA
orf4387,-,1,1241209,921,0.532,TAA
orf4388,-,0,1245464,579,0.541,TAA
orf4389,-,1,1245649,372,0.551,TGA
orf4390,-,1,1246039,1311,0.47,TGA
orf4391,-,0,1247402,300,0.447,TAA
orf4392,-,2,1247772,312,0.433,TAA
orf4393,-,0,1248143,366,0.467,TAA
orf4394,-,2,1248420,624,0.476,TAA
orf4395,-,2,1249773,468,0.5,TGA
orf4396,-,1,1251838,681,0.523,TGA
orf4397,-,2,1252515,786,0.524,TGA
orf4398,-,0,1253306,417,0.482,TAA
orf4399,-,0,1254026,369,0.382,TGA
orf4400,-,0,1254887,345,0.478,TGA
orf4401,-,1,1255888,522,0.444,TAA
orf4402,-,1,1256911,696,0.455,TAA
orf4403,-,0,1262579,315,0.517,TGA
orf4404,-,2,1269321,342,0.52,TGA
orf4405,-,1,1270402,891,0.54,TGA
orf4406,-,2,1271289,327,0.541,TGA
orf4407,-,1,1272883,321,0.548,TAG
orf4408,-,0,1284386,306,0.536,TAA
orf4409,-,1,1286026,828,0.597,TAA
orf4410,-,2,1293825,507,0.556,TAA
orf4411,-,1,1296994,354,0.602,TAA
orf4412,-,2,1302087,372,0.551,TGA
